ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,Geography,ID Geography,Slug Geography
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2016,"2016","04000US48","Texas",641,434.2361108889955,"Houston, TX","16000US4835000","houston-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2016,"2016","04000US48","Texas",32706,3511.833851422929,"Houston, TX","16000US4835000","houston-tx"
1,"Construction (Group)",2,"Construction",2016,"2016","04000US48","Texas",113959,6861.304905045396,"Houston, TX","16000US4835000","houston-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2016,"2016","04000US48","Texas",94013,5843.098920949396,"Houston, TX","16000US4835000","houston-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2016,"2016","04000US48","Texas",34957,3447.9222729058147,"Houston, TX","16000US4835000","houston-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2016,"2016","04000US48","Texas",112895,6864.548127881397,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2016,"2016","04000US48","Texas",51221,4970.553792083936,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2016,"2016","04000US48","Texas",9462,1900.9316137094465,"Houston, TX","16000US4835000","houston-tx"
6,"Information (Group)",8,"Information",2016,"2016","04000US48","Texas",13925,2198.5472476160253,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2016,"2016","04000US48","Texas",41129,3501.1873700217757,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2016,"2016","04000US48","Texas",27412,3177.5728158454526,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2016,"2016","04000US48","Texas",89021,5228.42404554183,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2016,"2016","04000US48","Texas",2108,718.6410787034094,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2016,"2016","04000US48","Texas",71766,5912.768979082473,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2016,"2016","04000US48","Texas",91279,5665.123123110389,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2016,"2016","04000US48","Texas",126585,6240.446458387413,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2016,"2016","04000US48","Texas",17736,2625.562225505235,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2016,"2016","04000US48","Texas",89829,6438.55550570157,"Houston, TX","16000US4835000","houston-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2016,"2016","04000US48","Texas",73256,5352.142094526265,"Houston, TX","16000US4835000","houston-tx"
12,"Public Administration (Group)",19,"Public Administration",2016,"2016","04000US48","Texas",27934,3031.60436073047,"Houston, TX","16000US4835000","houston-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2015,"2015","04000US48","Texas",1994,973.7525352983681,"Houston, TX","16000US4835000","houston-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2015,"2015","04000US48","Texas",34103,3120.1674634544856,"Houston, TX","16000US4835000","houston-tx"
1,"Construction (Group)",2,"Construction",2015,"2015","04000US48","Texas",124556,6579.061711216881,"Houston, TX","16000US4835000","houston-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2015,"2015","04000US48","Texas",91035,5403.5784439573,"Houston, TX","16000US4835000","houston-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2015,"2015","04000US48","Texas",35472,3327.476070537548,"Houston, TX","16000US4835000","houston-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2015,"2015","04000US48","Texas",126125,6851.5920047825375,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2015,"2015","04000US48","Texas",59834,4786.198909364299,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2015,"2015","04000US48","Texas",7836,1604.556324969616,"Houston, TX","16000US4835000","houston-tx"
6,"Information (Group)",8,"Information",2015,"2015","04000US48","Texas",14017,2045.4950501040082,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2015,"2015","04000US48","Texas",43879,4210.393093287134,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2015,"2015","04000US48","Texas",27793,3201.4075029586593,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2015,"2015","04000US48","Texas",89138,4702.258712576329,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2015,"2015","04000US48","Texas",2339,812.2222602219174,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2015,"2015","04000US48","Texas",62588,5087.2020797290925,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2015,"2015","04000US48","Texas",89158,5218.459638629008,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2015,"2015","04000US48","Texas",117941,5825.822002086917,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2015,"2015","04000US48","Texas",18614,2921.1855469997104,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2015,"2015","04000US48","Texas",99146,6224.272889261844,"Houston, TX","16000US4835000","houston-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2015,"2015","04000US48","Texas",63695,5117.668316723935,"Houston, TX","16000US4835000","houston-tx"
12,"Public Administration (Group)",19,"Public Administration",2015,"2015","04000US48","Texas",24772,2917.531148077086,"Houston, TX","16000US4835000","houston-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2014,"2014","04000US48","Texas",1443,725.0834434739219,"Houston, TX","16000US4835000","houston-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,"2014","04000US48","Texas",38378,3734.259899899845,"Houston, TX","16000US4835000","houston-tx"
1,"Construction (Group)",2,"Construction",2014,"2014","04000US48","Texas",111697,6736.153501813925,"Houston, TX","16000US4835000","houston-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2014,"2014","04000US48","Texas",92962,5240.06383548903,"Houston, TX","16000US4835000","houston-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2014,"2014","04000US48","Texas",35195,3169.3653938919697,"Houston, TX","16000US4835000","houston-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2014,"2014","04000US48","Texas",115678,6130.019412693568,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2014,"2014","04000US48","Texas",54807,4430.400659082652,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2014,"2014","04000US48","Texas",8420,1747.430399186188,"Houston, TX","16000US4835000","houston-tx"
6,"Information (Group)",8,"Information",2014,"2014","04000US48","Texas",15135,1902.150887810954,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2014,"2014","04000US48","Texas",37163,3102.5281626441365,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2014,"2014","04000US48","Texas",27268,3079.7702836412973,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,"2014","04000US48","Texas",87124,5245.882385261798,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2014,"2014","04000US48","Texas",961,434.66998976234834,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2014,"2014","04000US48","Texas",73142,4897.590530046382,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2014,"2014","04000US48","Texas",84280,5257.718136226019,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2014,"2014","04000US48","Texas",120007,5870.551677653472,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,"2014","04000US48","Texas",13758,1927.6311887910508,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2014,"2014","04000US48","Texas",93606,6809.613278300023,"Houston, TX","16000US4835000","houston-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,"2014","04000US48","Texas",68316,4976.36513933614,"Houston, TX","16000US4835000","houston-tx"
12,"Public Administration (Group)",19,"Public Administration",2014,"2014","04000US48","Texas",25517,2507.946570403764,"Houston, TX","16000US4835000","houston-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,"2013","04000US48","Texas",2231,802.0386524351554,"Houston, TX","16000US4835000","houston-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,"2013","04000US48","Texas",30370,3202.2150146422086,"Houston, TX","16000US4835000","houston-tx"
1,"Construction (Group)",2,"Construction",2013,"2013","04000US48","Texas",109228,6936.268305075863,"Houston, TX","16000US4835000","houston-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2013,"2013","04000US48","Texas",98300,5431.870856344064,"Houston, TX","16000US4835000","houston-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2013,"2013","04000US48","Texas",36989,3365.455095525715,"Houston, TX","16000US4835000","houston-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2013,"2013","04000US48","Texas",109751,6367.844376239105,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2013,"2013","04000US48","Texas",50385,4250.647009573954,"Houston, TX","16000US4835000","houston-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2013,"2013","04000US48","Texas",8804,1948.0926569339558,"Houston, TX","16000US4835000","houston-tx"
6,"Information (Group)",8,"Information",2013,"2013","04000US48","Texas",15046,2297.8200538771525,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2013,"2013","04000US48","Texas",43733,4129.883412397981,"Houston, TX","16000US4835000","houston-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2013,"2013","04000US48","Texas",23552,2789.5313226418516,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,"2013","04000US48","Texas",89696,4940.294829258675,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2013,"2013","04000US48","Texas",886,398.89848332627184,"Houston, TX","16000US4835000","houston-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2013,"2013","04000US48","Texas",65985,5575.6450747873105,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2013,"2013","04000US48","Texas",87343,5462.320569135429,"Houston, TX","16000US4835000","houston-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2013,"2013","04000US48","Texas",115785,6237.298854472182,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,"2013","04000US48","Texas",14494,2126.30689224298,"Houston, TX","16000US4835000","houston-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2013,"2013","04000US48","Texas",91886,5871.1938309001525,"Houston, TX","16000US4835000","houston-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,"2013","04000US48","Texas",61580,4620.548235869852,"Houston, TX","16000US4835000","houston-tx"
12,"Public Administration (Group)",19,"Public Administration",2013,"2013","04000US48","Texas",23611,2756.9446856982822,"Houston, TX","16000US4835000","houston-tx"
