ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,Geography,ID Geography,Slug Geography
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2019,"2019","04000US48","Texas",72100,5070.574129228366,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2019,"2019","04000US48","Texas",10767,1743.3464945328565,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2019,"2019","04000US48","Texas",55747,5526.766957272579,"Dallas, TX","16000US4819000","dallas-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2019,"2019","04000US48","Texas",34638,3641.540333430347,"Dallas, TX","16000US4819000","dallas-tx"
12,"Public Administration (Group)",19,"Public Administration",2019,"2019","04000US48","Texas",13742,2385.722741644552,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2018,"2018","04000US48","Texas",1464,705.3630271002302,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2018,"2018","04000US48","Texas",4680,1287.2625994722289,"Dallas, TX","16000US4819000","dallas-tx"
1,"Construction (Group)",2,"Construction",2018,"2018","04000US48","Texas",76784,6121.6631727007,"Dallas, TX","16000US4819000","dallas-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2018,"2018","04000US48","Texas",51244,4306.651831759796,"Dallas, TX","16000US4819000","dallas-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2018,"2018","04000US48","Texas",21416,2982.920213482084,"Dallas, TX","16000US4819000","dallas-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2018,"2018","04000US48","Texas",69713,4805.437024870891,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2018,"2018","04000US48","Texas",42225,3752.318216782793,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2018,"2018","04000US48","Texas",3441,1627.652604212582,"Dallas, TX","16000US4819000","dallas-tx"
6,"Information (Group)",8,"Information",2018,"2018","04000US48","Texas",13456,1870.7779130618364,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2018,"2018","04000US48","Texas",40820,3771.1242355562886,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2018,"2018","04000US48","Texas",20143,2885.50376884176,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2018,"2018","04000US48","Texas",64187,4007.119913354228,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2018,"2018","04000US48","Texas",1137,478.76612244393397,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2018,"2018","04000US48","Texas",40928,4306.182067678978,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2018,"2018","04000US48","Texas",42673,3558.441231775509,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2018,"2018","04000US48","Texas",73923,4337.197828091313,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2018,"2018","04000US48","Texas",11068,1888.6357510118246,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2018,"2018","04000US48","Texas",53827,4140.81948411181,"Dallas, TX","16000US4819000","dallas-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2018,"2018","04000US48","Texas",35561,3797.6736300003454,"Dallas, TX","16000US4819000","dallas-tx"
12,"Public Administration (Group)",19,"Public Administration",2018,"2018","04000US48","Texas",12847,2163.600009243853,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2017,"2017","04000US48","Texas",1526,679.6381390122247,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2017,"2017","04000US48","Texas",2254,717.3980763843739,"Dallas, TX","16000US4819000","dallas-tx"
1,"Construction (Group)",2,"Construction",2017,"2017","04000US48","Texas",81874,5893.915846022914,"Dallas, TX","16000US4819000","dallas-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2017,"2017","04000US48","Texas",52795,4589.782783531265,"Dallas, TX","16000US4819000","dallas-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2017,"2017","04000US48","Texas",19404,2954.1057868668145,"Dallas, TX","16000US4819000","dallas-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2017,"2017","04000US48","Texas",77750,5047.518598281734,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2017,"2017","04000US48","Texas",35657,3431.570631649595,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2017,"2017","04000US48","Texas",3636,1169.4109628355634,"Dallas, TX","16000US4819000","dallas-tx"
6,"Information (Group)",8,"Information",2017,"2017","04000US48","Texas",13784,2204.1345240252463,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2017,"2017","04000US48","Texas",39690,3166.5618579146685,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2017,"2017","04000US48","Texas",19226,2264.431937594946,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2017,"2017","04000US48","Texas",54795,4055.529065362496,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2017,"2017","04000US48","Texas",1955,732.4677467301889,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2017,"2017","04000US48","Texas",43599,4241.101861544945,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2017,"2017","04000US48","Texas",42288,3189.1605478558145,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2017,"2017","04000US48","Texas",74902,4714.639540834484,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2017,"2017","04000US48","Texas",11283,1915.9498949607214,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2017,"2017","04000US48","Texas",59304,5078.124161538392,"Dallas, TX","16000US4819000","dallas-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2017,"2017","04000US48","Texas",32905,3572.590096834508,"Dallas, TX","16000US4819000","dallas-tx"
12,"Public Administration (Group)",19,"Public Administration",2017,"2017","04000US48","Texas",11723,2157.15205769088,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2016,"2016","04000US48","Texas",1651,963.3156284416857,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2016,"2016","04000US48","Texas",3517,870.7910197056466,"Dallas, TX","16000US4819000","dallas-tx"
1,"Construction (Group)",2,"Construction",2016,"2016","04000US48","Texas",71278,4636.981022173802,"Dallas, TX","16000US4819000","dallas-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2016,"2016","04000US48","Texas",53172,3757.001197763983,"Dallas, TX","16000US4819000","dallas-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2016,"2016","04000US48","Texas",15873,1939.4032587370784,"Dallas, TX","16000US4819000","dallas-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2016,"2016","04000US48","Texas",79305,4780.851074861043,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2016,"2016","04000US48","Texas",34364,3493.4442889503766,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2016,"2016","04000US48","Texas",2157,711.1188367635891,"Dallas, TX","16000US4819000","dallas-tx"
6,"Information (Group)",8,"Information",2016,"2016","04000US48","Texas",15608,2296.7640279314724,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2016,"2016","04000US48","Texas",43810,3562.527754277853,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2016,"2016","04000US48","Texas",17211,2286.7778641573386,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2016,"2016","04000US48","Texas",54593,3916.7446942582305,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2016,"2016","04000US48","Texas",2029,734.2213562679855,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2016,"2016","04000US48","Texas",41816,3772.6067910663573,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2016,"2016","04000US48","Texas",41500,3366.365696117996,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2016,"2016","04000US48","Texas",77993,4725.682384587437,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2016,"2016","04000US48","Texas",8941,1451.025844015192,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2016,"2016","04000US48","Texas",56430,4732.587136017677,"Dallas, TX","16000US4819000","dallas-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2016,"2016","04000US48","Texas",34242,3085.2153895635875,"Dallas, TX","16000US4819000","dallas-tx"
12,"Public Administration (Group)",19,"Public Administration",2016,"2016","04000US48","Texas",12423,1858.4773337331826,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2015,"2015","04000US48","Texas",1657,987.7150398773929,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2015,"2015","04000US48","Texas",3589,932.8579741847094,"Dallas, TX","16000US4819000","dallas-tx"
1,"Construction (Group)",2,"Construction",2015,"2015","04000US48","Texas",69891,5686.373624727802,"Dallas, TX","16000US4819000","dallas-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2015,"2015","04000US48","Texas",48065,3755.05326193917,"Dallas, TX","16000US4819000","dallas-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2015,"2015","04000US48","Texas",16583,2171.2005895356606,"Dallas, TX","16000US4819000","dallas-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2015,"2015","04000US48","Texas",64430,4249.7295208048245,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2015,"2015","04000US48","Texas",32234,3086.2404313338907,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2015,"2015","04000US48","Texas",2625,856.7951913964037,"Dallas, TX","16000US4819000","dallas-tx"
6,"Information (Group)",8,"Information",2015,"2015","04000US48","Texas",14934,2190.101824116861,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2015,"2015","04000US48","Texas",37405,3144.78059648046,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2015,"2015","04000US48","Texas",18615,2406.0459264112146,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2015,"2015","04000US48","Texas",53461,3343.312279760896,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2015,"2015","04000US48","Texas",904,458.4288385344011,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2015,"2015","04000US48","Texas",40741,4098.117250640836,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2015,"2015","04000US48","Texas",41093,3036.4874444001903,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2015,"2015","04000US48","Texas",70739,4131.414890809201,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2015,"2015","04000US48","Texas",10063,1672.1868914687734,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2015,"2015","04000US48","Texas",61363,4587.651250912606,"Dallas, TX","16000US4819000","dallas-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2015,"2015","04000US48","Texas",36922,3105.460513353857,"Dallas, TX","16000US4819000","dallas-tx"
12,"Public Administration (Group)",19,"Public Administration",2015,"2015","04000US48","Texas",10512,1552.5366340283244,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2014,"2014","04000US48","Texas",948,581.278762729209,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,"2014","04000US48","Texas",4215,1260.870334332599,"Dallas, TX","16000US4819000","dallas-tx"
1,"Construction (Group)",2,"Construction",2014,"2014","04000US48","Texas",58007,4275.20408869565,"Dallas, TX","16000US4819000","dallas-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2014,"2014","04000US48","Texas",47096,3645.024142581225,"Dallas, TX","16000US4819000","dallas-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2014,"2014","04000US48","Texas",21258,2192.213949412785,"Dallas, TX","16000US4819000","dallas-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2014,"2014","04000US48","Texas",66765,4278.004441325418,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2014,"2014","04000US48","Texas",28288,2772.955102413308,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2014,"2014","04000US48","Texas",2919,805.4526677589441,"Dallas, TX","16000US4819000","dallas-tx"
6,"Information (Group)",8,"Information",2014,"2014","04000US48","Texas",13286,2052.2831188702985,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2014,"2014","04000US48","Texas",37125,2844.475347054356,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2014,"2014","04000US48","Texas",17327,2351.1327057399376,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,"2014","04000US48","Texas",51953,3648.69319071911,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2014,"2014","04000US48","Texas",984,589.8966011090417,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2014,"2014","04000US48","Texas",42889,3728.048417067568,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2014,"2014","04000US48","Texas",40397,3116.285609503724,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2014,"2014","04000US48","Texas",69284,4515.574049885573,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,"2014","04000US48","Texas",9948,1542.6888863280244,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2014,"2014","04000US48","Texas",58680,4636.305102126045,"Dallas, TX","16000US4819000","dallas-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,"2014","04000US48","Texas",33480,3175.2116464890964,"Dallas, TX","16000US4819000","dallas-tx"
12,"Public Administration (Group)",19,"Public Administration",2014,"2014","04000US48","Texas",11349,1664.0973529213968,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,"2013","04000US48","Texas",961,610.371198534138,"Dallas, TX","16000US4819000","dallas-tx"
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,"2013","04000US48","Texas",3582,1009.8202810401463,"Dallas, TX","16000US4819000","dallas-tx"
1,"Construction (Group)",2,"Construction",2013,"2013","04000US48","Texas",58339,4738.804174050665,"Dallas, TX","16000US4819000","dallas-tx"
2,"Manufacturing (Group)",3,"Manufacturing",2013,"2013","04000US48","Texas",48784,3809.8139062164178,"Dallas, TX","16000US4819000","dallas-tx"
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2013,"2013","04000US48","Texas",20029,2263.2076793789824,"Dallas, TX","16000US4819000","dallas-tx"
4,"Retail Trade (Group)",5,"Retail Trade",2013,"2013","04000US48","Texas",66998,4102.072768735337,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2013,"2013","04000US48","Texas",26520,3144.099871187301,"Dallas, TX","16000US4819000","dallas-tx"
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2013,"2013","04000US48","Texas",2593,1070.9066252479718,"Dallas, TX","16000US4819000","dallas-tx"
6,"Information (Group)",8,"Information",2013,"2013","04000US48","Texas",13150,1806.3568307507794,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2013,"2013","04000US48","Texas",36667,3084.4326868972194,"Dallas, TX","16000US4819000","dallas-tx"
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2013,"2013","04000US48","Texas",15349,1946.5387229644316,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,"2013","04000US48","Texas",50866,3649.2877387238186,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2013,"2013","04000US48","Texas",990,386.6018623855814,"Dallas, TX","16000US4819000","dallas-tx"
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2013,"2013","04000US48","Texas",41229,3615.178280527808,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2013,"2013","04000US48","Texas",38724,3401.311805759655,"Dallas, TX","16000US4819000","dallas-tx"
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2013,"2013","04000US48","Texas",66418,3936.9613917334777,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,"2013","04000US48","Texas",9197,1609.6188989944173,"Dallas, TX","16000US4819000","dallas-tx"
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2013,"2013","04000US48","Texas",55251,4085.531666747916,"Dallas, TX","16000US4819000","dallas-tx"
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,"2013","04000US48","Texas",37227,3463.243133249527,"Dallas, TX","16000US4819000","dallas-tx"
12,"Public Administration (Group)",19,"Public Administration",2013,"2013","04000US48","Texas",11604,1656.4359329596784,"Dallas, TX","16000US4819000","dallas-tx"
